"Anno di pubblicazione","ID prodotto","Handle","Titolo","rivista: denominazione","DOI","scopus: funding funders"
"2025","214926","11579/205142","Robot-assisted Kidney Transplantation: The 8-year European Experience","EUROPEAN UROLOGY","10.1016/j.eururo.2024.12.005",""
"2025","214985","11579/205162","Preventive Pathways for Healthy Ageing: A Systematic Literature Review","GERIATRICS","10.3390/geriatrics10010031","501100005699 - Università degli Studi del Piemonte Orientale;"
"2025","215398","11579/205222","Bridging science and society: Developing a citizen science biomonitoring approach for river ecosystems in Italy","ECOLOGICAL INDICATORS","10.1016/j.ecolind.2025.113199",""
"2025","215952","11579/205262","Pazienti, obesità e cura. Partecipazione e salute nel caso di una patologia socialmente complessa. Paper finale di progetto (Progetto PERFeT - Pazienti Esperti per la Ricerca sul Farmaco e l’innovazione Terapeutica)","","",""
"2025","216003","11579/205265","Metamorfosi di istituti che si avvicendano nel tempo: la fiducia testamentaria, le “confidenze napoletane” e i negozi di destinazione per scopi altruistici ex art. 2645 ter c.c.","IL FORO ITALIANO","",""
"2025","216748","11579/205322","Clinical patterns and outcomes of patients affected by primary malignant melanoma of the oral mucosa: A European multicenter retrospective chart review","JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY","10.1016/j.jcms.2025.01.012",""
"2025","216749","11579/205323","Clinical characteristics, management, and malignancy rate of oral lichen planus: A European multicenter study","JOURNAL OF STOMATOLOGY, ORAL AND MAXILLOFACIAL SURGERY","10.1016/j.jormas.2025.102218",""
"2025","216750","11579/205324","Clinical Features of Oral Lichen Planus: A Pictorial and Systematic Review","INDIAN JOURNAL OF OTOLARYNGOLOGY AND HEAD AND NECK SURGERY","10.1007/s12070-025-05337-3",""
"2025","216764","11579/205362","Oral Injuries Associated With Sodium Hydroxide","ORAL SURGERY","10.1111/ors.12955",""
"2025","216784","11579/205382","Bibliometric analysis and trends related to dental tourism: Qualitative, social, economic and ethical implications","HEALTH SERVICES MANAGEMENT RESEARCH","10.1177/09514848251314111",""
"2025","216865","11579/205422","Bilateral Tax Competition and Regional Spillovers in Tax Treaty Formation","INTERNATIONAL TAX AND PUBLIC FINANCE","10.1007/s10797-025-09884-x","501100005699 - Università degli Studi del Piemonte Orientale; 501100002428 - Austrian Science Fund; 501100002428 - Austrian Science Fund;"
"2025","216869","11579/205423","On the evolution of the wage premium for party membership in China","WORLD DEVELOPMENT","10.1016/j.worlddev.2024.106909",""
"2025","216878","11579/205424","The Beach: Tax Competition along the Italian Coasts","JOURNAL OF ECONOMICS","10.1007/s00712-024-00890-x",""
"2025","216884","11579/205426","Nicotinamide counteracts UVB-induced cytotoxic effects and aquaporins overexpression on A375 melanoma cell line","DERMATO","10.3390/dermato5010003",""
"2025","216885","11579/205425","Sleep Disturbance and Perimenopause: A Narrative Review","JOURNAL OF CLINICAL MEDICINE","10.3390/jcm14051479",""
"2025","218024","11579/205482","Chemical Analysis and Antioxidant Activities of Resin Fractions from Pistacia lentiscus L. var. Chia in Neuroblastoma SH-SY5Y Cells","MOLECULES","10.3390/molecules30050997",""
"2025","218849","11579/205522","A 40-Year-Old Woman with Inoperable Uterine Fibroids Treated with Combined Uterine Artery Embolization and Relugolix","THE AMERICAN JOURNAL OF CASE REPORTS","10.12659/ajcr.946334",""
"2025","218944","11579/205542","Minimally invasive versus open liver resection for nonmetastatic hepatocellular carcinoma staged BCLC – B and – C: an Italian multicentric analysis","HPB","10.1016/j.hpb.2025.01.009",""
"2025","219544","11579/205582","Iolanda Poma, Simone Weil. Per una decostruzione religiosa del soggetto moderno, Mimesis, Milano-Udine 2022","RIVISTA DI FILOSOFIA NEOSCOLASTICA","",""
"2025","219637","11579/205602","Extracellular Vesicles and 
Pregnancy-Related Hypertensive Disorders: A Descriptive Review on the 
Possible Implications “From Bench to Bedside""","BIOLOGY","10.3390/biology14030240",""
"2025","219664","11579/205604","Plants Containing Hydroxy-Anthracene Derivatives After the EU General Court's Judgments of November 2024","EUROPEAN FOOD AND FEED LAW REVIEW","",""
"2025","219684","11579/206902","Public versus private access in the Italian NHS - The use of propensity score matching to provide more insight on the increasing adoption of voluntary health insurance","HEALTH POLICY","",""
"2025","219713","11579/205622","Resilience of mobility network to dynamic population response across COVID-19 interventions: Evidences from Chile","PLOS COMPUTATIONAL BIOLOGY","10.1371/journal.pcbi.1012802","501100011318 - Fondation Botnar; 501100001703 - École Polytechnique Fédérale de Lausanne; 100007364 - Fondazione CRT; 100019430 - Institute for Scientific Interchange; 501100002850 - Fondo Nacional de Desarrollo Científico y Tecnológico;"
"2025","219764","11579/205662","Luminescent lanthanide-doped calcium phosphate from oyster shell waste: an example of bright recycling","CRYSTENGCOMM","10.1039/d4ce01217h","100014440 - Ministerio de Ciencia, Innovación y Universidades; 501100000780 - European Commission; 501100011033 - Agencia Estatal de Investigación; 100010661 - Horizon 2020 Framework Programme; 100007388 - Compagnia di San Paolo;"
"2025","219804","11579/205682","Spray drying of an oil-in-water emulsion containing vitamin D3: a synergy between formulation and process conditions to obtain microparticles","INTERNATIONAL JOURNAL OF PHARMACEUTICS","10.1016/j.ijpharm.2025.125384","501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca;"
"2025","219844","11579/205702","THE RISK THEORY AS RATIONAL OF THE PRODUCT LIABILITY REGIME","","",""
"2025","219864","11579/205722","Cybersecurity e Istituzioni democratiche. Un'indagine interdisciplinare: Diritto, Informatica e Organizzazione aziendale (fascicolo I)","TEORIA E CRITICA DELLA REGOLAZIONE SOCIALE","",""
"2025","219865","11579/205723","Cybersecurity e Istituzioni democratiche. Un'indagine interdisciplinare: Diritto, Informatica e Organizzazione aziendale (fascicolo II)","TEORIA E CRITICA DELLA REGOLAZIONE SOCIALE","",""
"2025","219866","11579/205902","La necessità dell’indagine scientifica nel contesto del ""rischio da ignoto tecnologico"": il caso della cybersecurity, fra multidisciplinarietà e approcci sinergici. Prefazione","TEORIA E CRITICA DELLA REGOLAZIONE SOCIALE","",""
"2025","219884","11579/205743","Non-invasive analyses of a gold pectoral, with a pair of bird-shaped fibulae and pendants, from the collection of the Archaeological Museum in Zagreb","VJESNIK ARHEOLOŠKOG MUZEJA U ZAGREBU","10.52064/vamz.57.2.4",""
"2025","219904","11579/205762","Atiyah sequences of braided Lie algebras and their splittings","JOURNAL OF NONCOMMUTATIVE GEOMETRY","10.4171/JNCG/591","501100005699 - Università degli Studi del Piemonte Orientale; 501100004007 - Instituto Nazionale di Fisica Nucleare; 501100000921 - European Cooperation in Science and Technology; 100017143 - Gruppo Nazionale per la Fisica Matematica; 100009112 - Istituto Nazionale di Alta Matematica ""Francesco Severi""; 100007195 - Università degli Studi di Napoli Federico II;"
"2025","219925","11579/205822","La guerre et ses conséquences en droit dans les États de Savoie au temps des guerres d’Italie","","",""
"2025","219927","11579/205122.2","Updated European Association of Urology Guidelines on the Use of Adjuvant Immune Checkpoint Inhibitors and Subsequent Therapy for Renal Cell Carcinoma","EUROPEAN UROLOGY","10.1016/j.eururo.2025.01.014",""
"2025","219934","11579/205802","IL BREVETTO SUI FARMACI E GLI INEFFETTIVI STRUMENTI DI BILANCIAMENTO","","",""
"2025","219944","11579/215802","Can improving climate change perception lead to more environmentally friendly choices? Evidence from an immersive virtual environment experiment","ECOLOGICAL ECONOMICS","10.1016/j.ecolecon.2024.108475","501100007514 - Università di Pisa; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 100012990 - Università degli Studi di Siena; 100012990 - Università degli Studi di Siena;"
"2025","219965","11579/206202","«Questo mondo deve essere risvegliato». Halloween, Carpenter e la politica","","",""
"2025","220004","11579/205842","Monitoring and evaluation in disaster management courses: a scoping review","BMC MEDICAL EDUCATION","10.1186/s12909-025-06659-0","501100005699 - Università degli Studi del Piemonte Orientale;"
"2025","220010","11579/205848","Common factors behind companies’ Environmental ratings","INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS","10.1016/j.irfa.2025.103961","501100000780 - European Commission;"
"2025","220025","11579/205863","Il ruolo delle performance Esg nella valutazione della
rischiosità aziendale","BANCARIA","",""
"2025","220027","11579/205865","Public grants beneficiaries and venture capital-backed firms: a tale of two funding strategies","THE JOURNAL OF TECHNOLOGY TRANSFER","10.1007/s10961-024-10180-9","501100000780 - European Commission;"
"2025","220147","11579/205922","Il Parlamento","","",""
"2025","220148","11579/205923","Il Presidente della Repubblica","","",""
"2025","220149","11579/205924","Il Governo","","",""
"2025","220150","11579/205925","Le regioni nell'unità della Repubblica","","",""
"2025","220224","11579/205982","La issue immigrazione nell’opinione pubblica italiana ed europea","","",""
"2025","220225","11579/206002","Il posto dell’immigrazione nelle ultime elezioni europee","","",""
"2025","220244","11579/206003","Il ""lungo viaggio"" di Gramsci in Latinoamerica","LEFT","",""
"2025","220284","11579/206042","Characterization of Circulating Vesicles of Complicated and Uncomplicated Systemic Sclerosis Patients and Their Role in Vascular Dysfunction","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","10.3390/ijms26062380","501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100005699 - Università degli Studi del Piemonte Orientale;"
"2025","220325","11579/206063","Changing life expectancy in European countries 1990–2021: a subanalysis of causes and risk factors from the Global Burden of Disease Study 2021","THE LANCET PUBLIC HEALTH","10.1016/s2468-2667(25)00009-x","100000865 - Bill and Melinda Gates Foundation;"
"2025","220407","11579/206126","DNA Damage Repair in Glioblastoma: A Novel Approach to Combat Drug Resistance","CELL PROLIFERATION","10.1111/cpr.13815","501100004769 - Università degli Studi di Pavia;"
"2025","220424","11579/206142","Habitat selection of the threatened northern lapwing (Vanellus vanellus) breeding in an intensive agroecosystem","EUROPEAN JOURNAL OF WILDLIFE RESEARCH","10.1007/s10344-025-01903-w","501100001824 - Grantová Agentura České Republiky; 501100003500 - Università degli Studi di Padova; 501100024025 - Istituto Superiore per la Protezione e la Ricerca Ambientale; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 501100010433 - Ministero dell'ambiente e della sicurezza energetica; 501100010433 - Ministero dell'ambiente e della sicurezza energetica; 501100000781 - European Research Council; 501100000781 - European Research Council;"
"2025","220445","11579/206162","Dupilumab facial redness induced by Rhodotorula mucilaginosa infection","ITALIAN JOURNAL OF DERMATOLOGY AND VENEREOLOGY","10.23736/s2784-8671.24.08021-6",""
"2025","220448","11579/206163","Secondary resistance to sonidegib is rare in locally advanced basal cell carcinoma","JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY","10.1111/jdv.20629",""
"2025","220464","11579/206182","Impact of circuit configuration on the mechanical performance of CPAP therapy devices: an experimental study","FRONTIERS IN MEDICAL TECHNOLOGY","10.3389/fmedt.2025.1508545","501100000780 - European Commission; 501100000780 - European Commission; 100012371 - Faculty of Science and Engineering, University of Manchester; 100012371 - Faculty of Science and Engineering, University of Manchester; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca;"
"2025","220519","11579/206257","YouTube’s automatic subtitles in the ESL/ESP classroom","E-JOURNALL","",""
"2025","220564","11579/206302","Public Ethics for Real People","","",""
"2025","220584","11579/206342","Liquidazione giudiziale, liquidazione controllata e scioglimento delle società di capitali","","",""
"2025","220731","11579/206491","Cardiopulmonary Exercise Testing: Deciphering Cardiovascular Complications in Systemic Sclerosis","REVIEWS IN CARDIOVASCULAR MEDICINE","",""
"2025","220747","11579/206506","The Role of Bronchoalveolar Lavage in Therapeutic Antimicrobial Choices for Hematologic Patients with Pulmonary Infiltrates","MEDICINA","10.3390/medicina61010118",""
"2025","220749","11579/206522","Lower Circulating Gas6 Levels Are Associated with Bulbar Phenotype and Faster Disease Progression in Amyotrophic Lateral Sclerosis Patients","MOLECULAR NEUROBIOLOGY","10.1007/s12035-024-04671-x","501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100002803 - Fondazione Cariplo;"
"2025","220764","11579/206542","Concessione abusiva di credito “aggravata” dal rilascio di garanzie pubbliche: cuius commoda, eius et incommoda","PROCEDURE CONCORSUALI E CRISI D'IMPRESA","",""
"2025","220844","11579/206582","Co-progettazione culturale per combattere la  povertà relazionale: apprendimenti da una rete  multi-attore a Torino","IMPRESA SOCIALE","10.7425/IS.2025.01.03",""
"2025","220944","11579/206682","Spectroscopic and time-resolved study of 
newly synthesized molecular compounds for 
on-chip integrated quantum light sources","","",""
"2025","220965","11579/206702","La divertente fatica per tutti. Vittorio Spinazzola teorico della lettura","","",""
"2025","221044","11579/206722","La CNC delle PMI innovative","","",""
"2025","221045","11579/206742","Capital Allocation Rules and Generalized Collapse to the Mean: Theory and Practice","MATHEMATICS","10.3390/math13060964","100012740 - Gruppo Nazionale per l'Analisi Matematica, la Probabilità e le loro Applicazioni; 501100005699 - Università degli Studi del Piemonte Orientale; 100009112 - Istituto Nazionale di Alta Matematica ""Francesco Severi""; 100009112 - Istituto Nazionale di Alta Matematica ""Francesco Severi"";"
"2025","221104","11579/206822","L'impresa assicurativa e riassicurativa","","",""
"2025","221108","11579/206823","Il diritto di covendita nelle PMI aperte","","",""
"2025","221109","11579/206824","IL CROWDFUNDING","","",""
"2025","221344","11579/206962","A scaling-and-squaring method for computing the inverses of matrix  
$\varphi$-functions","NUMERICAL ALGORITHMS","10.1007/s11075-025-02049-1","501100000780 - European Commission; 100031478 - NextGenerationEU; 100009112 - Istituto Nazionale di Alta Matematica ""Francesco Severi""; 100009112 - Istituto Nazionale di Alta Matematica ""Francesco Severi"";"
